candidate,image_file,image_url,news_source,news_source_url,image_hash,bias_rating
donald_trump,2_donald_trump.jpg,http://static2.businessinsider.com/image/5801737cc524021d008b4901-480/donald-trump.jpg,Business Insider,http://www.businessinsider.com/donald-trump-victim-political-smear-campaign-us-history-2016-10,3d5d1a24728b2bae,0
donald_trump,19_donald_trump.jpg,http://www.slate.com/content/dam/slate/articles/news_and_politics/politics/2016/10/161019_POL_Trump-Refusal.jpg.CROP.promo-xlarge2.jpg,Slate,http://www.slate.com/articles/news_and_politics/politics/2016/10/donald_trump_vs_american_democracy.html,0f1f4f0f0fcdcccc,0
donald_trump,20_donald_trump.jpg,http://pixel.nymag.com/imgs/fashion/daily/2016/10/12/12-donald-trump.w710.h473.jpg,New York Magazine,http://nymag.com/thecut/2016/10/all-the-women-accusing-trump-of-rape-sexual-assault.html,0b4f0e8f8f1b590f,-2
donald_trump,26_donald_trump.jpg,http://www.slate.com/content/dam/slate/blogs/the_slatest/2016/10/07/donald_trump_brags_about_committing_criminal_sexual_assault/610599530-republican-presidential-nominee-donald-trump-speaks.jpg.CROP.promo-xlarge2.jpg,Slate,http://www.slate.com/blogs/the_slatest/2016/10/07/donald_trump_brags_about_committing_criminal_sexual_assault.html,2d8d0f4acbdadcc8,0
donald_trump,28_donald_trump.jpg,http://static4.businessinsider.com/image/580a665bc52402f8058b6280-480/trump.jpg,Business Insider,http://www.businessinsider.com/why-is-donald-trumps-skin-orange-2016-10,a5cc4644c4969d9a,0
donald_trump,32_donald_trump.jpg,http://static1.businessinsider.com/image/5798d30288e4a725238bae5c-480/donald-trump.jpg,Business Insider,http://www.businessinsider.com/donald-trump-lamborghini-sale-ebay-2016-9,2737230f878e8616,0
donald_trump,45_donald_trump.jpg,http://static4.businessinsider.com/image/57d0513d09d29323008b668b-480/republican-nominee-donald-trump-speaks-at.jpg,Business Insider,http://www.businessinsider.com/colin-kaepernick-donald-trump-2016-9,391b49045918181e,0
donald_trump,47_donald_trump.jpg,http://i2.cdn.cnn.com/cnnnext/dam/assets/161010103343-donald-trump-exlarge-169.jpg,CNN.com,http://www.cnn.com/2016/10/11/politics/donald-trump-paul-ryan-tweets/,a6a62626479f4d49,0
donald_trump,49_donald_trump.jpg,https://timedotcom.files.wordpress.com/2016/02/donald-trump-portrait.jpg?w\u003d1100\u0026quality\u003d85,Time,http://time.com/4228885/donald-trump-lizard-brain/,1d0d0d0d0d1d1a2b,-2
donald_trump,53_donald_trump.jpg,https://img.washingtonpost.com/rf/image_606w/2010-2019/WashingtonPost/2016/10/21/National-Politics/Images/616085370.jpg,Washington Po,https://www.washingtonpost.com/politics/what-is-the-long-term-effect-of-donald-trump/2016/10/22/a4cd0f94-8a6d-11e6-875e-2c1bfe943b66_story.html,0f170f0f4e4e0b0d,-1
donald_trump,54_donald_trump.jpg,https://timedotcom.files.wordpress.com/2016/09/donald-trump-01.jpg?w\u003d1100\u0026quality\u003d85,Time,http://time.com/4515307/donald-trump-economic-birther/,4d064f8f4ccc8e8a,-2
donald_trump,56_donald_trump.jpg,https://timedotcom.files.wordpress.com/2016/06/donald-trump-climate-change-global-warming.jpeg?w\u003d1100\u0026quality\u003d85,Time,http://time.com/4362393/donald-trump-supported-addressing-climate-change-before-calling-it-a-hoax/,b1b727a7a6366692,-2
donald_trump,60_donald_trump.jpg,https://timedotcom.files.wordpress.com/2016/09/donald-trump-william-coupon.jpg,Time,http://time.com/donald-trump-photographs/,06112185e49c8c84,-2
donald_trump,65_donald_trump.jpg,http://static3.businessinsider.com/image/56d5e664dd0895fd178b47a4-480/donald-trump.jpg,Business Insider,http://www.businessinsider.com/donald-trump-con-artist-narcissist-2016-10,143333332d8ccc49,0
donald_trump,67_donald_trump.jpg,https://timedotcom.files.wordpress.com/2016/03/trump16.jpg?w\u003d1100\u0026quality\u003d85,Time,http://time.com/4261816/trump-ancient-greeks/,19098c4a488ececc,-2
donald_trump,70_donald_trump.jpg,https://timedotcom.files.wordpress.com/2016/05/donald-trump-donation.jpg?w\u003d1100\u0026quality\u003d85,Time,http://time.com/4347161/donald-trump-donate-veterans/,eb494d4d4ede9c9c,-2
donald_trump,75_donald_trump.jpg,https://pixel.nymag.com/imgs/fashion/daily/2016/02/22/22-donald-trump-orange.w710.h473.jpg,New York Magazine,http://nymag.com/thecut/2016/02/self-tanning-tips-for-donald-trump.html,32398d8dcd8da9cc,-2
donald_trump,76_donald_trump.jpg,https://timedotcom.files.wordpress.com/2015/08/meet-the-candidates-donald-trump.jpg?w\u003d1100\u0026quality\u003d85,Time,http://time.com/3987082/stephen-king-donald-trump/,0d64666666bcbc38,-2
donald_trump,81_donald_trump.jpg,http://i2.cdn.cnn.com/cnnnext/dam/assets/161011105952-01-donald-trump-1011-large-169.jpg,CNN.com,http://www.cnn.com/2016/10/10/politics/paul-ryan-said-he-wont-defend-donald-trump/,9d9d191c1616323b,0
donald_trump,83_donald_trump.jpg,http://i2.cdn.cnn.com/cnnnext/dam/assets/161015084220-donald-trump-oct-14-2016-large-169.jpg,CNN.com,http://www.cnn.com/2016/10/14/politics/trump-women-accusers/,3f7f6fef4d5bfb3b,0
donald_trump,87_donald_trump.jpg,http://i2.cdn.cnn.com/cnnnext/dam/assets/161020124921-01-trump-ohio-1020-exlarge-169.jpg,CNN.com,http://www.cnn.com/2016/10/20/politics/donald-trump-i-will-totally-accept-election-results-if-i-win/,68b437a6a6b5b092,0
donald_trump,88_donald_trump.jpg,https://img.washingtonpost.com/rf/image_606w/2010-2019/WashingtonPost/2016/10/07/National-Politics/Images/Campaign_2016_Trump-659f8.jpg,Washington Po,https://www.washingtonpost.com/news/the-fix/wp/2016/10/07/donald-trumps-debate-prep-is-going-great/,1b1b39e5c6d0d995,-1
donald_trump,92_donald_trump.jpg,https://timedotcom.files.wordpress.com/2016/09/donald-trump.jpg?w\u003d1100\u0026quality\u003d85,Time,http://time.com/4480945/isis-donald-trump/,30989d0d8f0d1f4b,-2
donald_trump,93_donald_trump.jpg,https://img.washingtonpost.com/wp-apps/imrs.php?src\u003dhttps://img.washingtonpost.com/rf/image_960w/2010-2019/WashingtonPost/2016/08/22/Editorial-Opinion/Images/2016-08-22T203400Z_01_CRA104_RTRIDSP_3_USA-ELECTION-TRUMP.jpg\u0026w\u003d480,Washington Po,https://www.washingtonpost.com/news/the-fix/wp/2016/09/14/donald-trump-is-up-5-in-a-new-ohio-poll-and-leads-in-florida-that-isnt-enough-yet/,9a8c061c2c2cbab7,-1
donald_trump,94_donald_trump.jpg,http://i2.cdn.cnn.com/cnnnext/dam/assets/161026140402-trump-campaign-donations-bash-intv-00014626-exlarge-169.jpg,CNN.com,http://www.cnn.com/2016/10/26/politics/donald-trump-dana-bash-rude-question-cnn-wolf-blitzer/,3c3821337c766474,0
donald_trump,98_donald_trump.jpg,https://timedotcom.files.wordpress.com/2015/10/donald-trump6.jpg?w\u003d1100\u0026quality\u003d85,Time,http://time.com/4077615/donald-trump-bush-september-11/,0a080d0d4d4b1b9b,-2
donald_trump,134_donald_trump.jpg,https://timedotcom.files.wordpress.com/2016/01/donald-trump-002.jpg?w\u003d1100\u0026quality\u003d85,Time,http://time.com/4203094/donald-trump-hecklers/,4d5a595d1d1d0d2d,-2
donald_trump,136_donald_trump.jpg,http://www.slate.com/content/dam/slate/articles/news_and_politics/politics/2016/10/10-9-debate/161010_POL_DonaldTrumpMicHold.jpg.CROP.promo-xlarge2.jpg,Slate,http://www.slate.com/blogs/moneybox/2016/10/09/donal_trump_admitted_he_didn_t_pay_taxes_and_then_blamed_hillary.html,864e0627054f0d4d,0
donald_trump,143_donald_trump.jpg,https://timedotcom.files.wordpress.com/2016/02/gettyimages-509086490.jpg?w\u003d1100\u0026quality\u003d85,Time,http://time.com/4213231/donald-trump-ted-cruz-offensive-name/,cccece8e2b4b4f97,-2
donald_trump,146_donald_trump.jpg,https://img.washingtonpost.com/rf/image_480w/2010-2019/WashingtonPost/2016/10/03/Editorial-Opinion/Images/Campaign_2016_Trump-0a23c-1662.jpg?uuid\u003djyLuMomxEeayT6f4nraIhw,Washington Po,https://www.washingtonpost.com/opinions/donald-trumps-contempt-for-american-democracy/2016/10/03/809b1e06-89a8-11e6-bff0-d53f592f176e_story.html,6717c77625ec6c6c,-1
donald_trump,155_donald_trump.jpg,http://static4.businessinsider.com/image/57fd9afa8109ee58008b52cc-1190-625/donald-trump-tells-supporters-to-vote-on-november-28.jpg,Business Insider,http://www.businessinsider.com/donald-trump-tells-rally-crowd-to-vote-on-november-28-2016-10,4d4dcc4c4c9c4c4f,0
donald_trump,156_donald_trump.jpg,https://pixel.nymag.com/imgs/daily/intelligencer/2015/11/22/22-Trump.w710.h473.jpg,New York Magazine,http://nymag.com/daily/intelligencer/2015/11/does-trump-actually-want-a-muslim-database.html,b18d4dcdcd8d8d0d,-2
donald_trump,157_donald_trump.jpg,https://img.washingtonpost.com/rf/image_480w/2010-2019/WashingtonPost/2016/11/10/Editorial-Opinion/Images/AFP_H03HA-1951.jpg?uuid\u003d-qb3aKebEea6WafZMWXG1A,Washington Po,https://www.washingtonpost.com/opinions/donald-trump-is-the-american-machiavelli/2016/11/10/8ebfae16-a794-11e6-ba59-a7d93165c6d4_story.html,129e929696323dba,-1
donald_trump,158_donald_trump.jpg,http://static4.businessinsider.com/image/5810f6b0b28a6429008b5155-1190-625/the-history-of-donald-trump-and-nbcs-love-hate-relationship-that-made-him-a-star.jpg,Business Insider,http://www.businessinsider.com/donald-trump-nbc-relationship-history-timeline-2016-10,31342c2c29694ccc,0
donald_trump,164_donald_trump.jpg,http://www.slate.com/content/dam/slate/articles/news_and_politics/politics/2016/10/10-9-debate/161010_POL_trump-pick.jpg.CROP.promo-xlarge2.jpg,Slate,http://www.slate.com/articles/news_and_politics/politics/2016/10/donald_trump_tells_hillary_clinton_you_d_be_in_jail.html,8d9d9f8b2b0b092e,0
donald_trump,174_donald_trump.jpg,http://pixel.nymag.com/imgs/daily/intelligencer/2016/10/14/14-trump-meltdown.w710.h473.jpg,New York Magazine,http://nymag.com/daily/intelligencer/2016/10/trump-finally-went-there-and-called-hillary-clinton-ugly.html,cf4f93e06cce8ea9,-2
donald_trump,183_donald_trump.jpg,https://img.washingtonpost.com/wp-apps/imrs.php?src\u003dhttps://img.washingtonpost.com/rf/image_960w/2010-2019/Wires/Images/2016-06-07/Reuters/2016-06-08T022823Z_01_NYC101_RTRIDSP_3_USA-ELECTION-TRUMP.jpg\u0026w\u003d480,Washington Po,https://www.washingtonpost.com/news/the-fix/wp/2016/06/09/in-2009-donald-trump-endorsed-action-on-climate-change-three-months-later-he-disparaged-it/,07274fc6ceac9696,-1
donald_trump,191_donald_trump.jpg,https://img.washingtonpost.com/wp-apps/imrs.php?src\u003dhttps://img.washingtonpost.com/rf/image_960w/2010-2019/WashingtonPost/2016/10/08/National-Politics/Images/05576306.jpg\u0026w\u003d480,Washington Po,https://www.washingtonpost.com/news/acts-of-faith/wp/2016/10/09/in-a-stunning-reversal-theologian-pulls-back-support-from-donald-trump/,494d6d6d694ccc2f,-1
donald_trump,197_donald_trump.jpg,http://www.slate.com/content/dam/slate/uploads/2016/10/06/612532164-republican-presidential-nominee-donald-trump-applauds.jpg.CROP.promo-xlarge2.jpg,Slate,http://www.slate.com/articles/business/the_juice/2016/10/donald_trump_gets_everything_wrong_about_the_war_on_coal.html,7fb79d51d484c1c4,0
donald_trump,198_donald_trump.jpg,http://pixel.nymag.com/imgs/fashion/daily/2016/10/03/03-donald-trump-apprentice.w710.h473.jpg,New York Magazine,http://nymag.com/thecut/2016/10/donald-trump-sexually-harassed-cast-and-crew-on-the-apprentice.html,9b0f0f0b4b4bcf0c,-2
donald_trump,199_donald_trump.jpg,http://static1.businessinsider.com/image/58100d68b28a647b548b4703-480/donald-trump.jpg,Business Insider,http://www.businessinsider.com/trump-investigation-obama-wikileaks-clinton-emails-2016-10,15323b32b28e8d9b,0
donald_trump,217_donald_trump.jpg,http://pixel.nymag.com/imgs/fashion/daily/2016/09/16/16-donald-trump.w710.h473.jpg,New York Magazine,http://nymag.com/thecut/2016/09/donald-trumps-new-anti-abortion-letter-should-terrify-you.html,0911131111090123,-2
donald_trump,221_donald_trump.jpg,http://static1.businessinsider.com/image/57e3e298dd0895435a8b4687-480/donald-trump-telephone-phone-call.jpg,Business Insider,http://www.businessinsider.com/trump-attacks-plan-transfer-oversight-icann-from-us-wrong-censorship-2016-9,fcb6652cdc3cc8f8,0
donald_trump,222_donald_trump.jpg,http://static1.businessinsider.com/image/57d1b90209d29327008b6bc3-480/donald-trump.jpg,Business Insider,http://www.businessinsider.com/reid-hoffman-millions-to-vets-donald-trump-tax-returns-2016-9,0c0e0e4c1c1c2a6a,0
donald_trump,227_donald_trump.jpg,http://pixel.nymag.com/imgs/daily/science/2015/09/09/09-donald-trump-bully.w536.h357.jpg,New York Magazine,http://nymag.com/scienceofus/2015/09/bullying-researcher-explains-donald-trump.html,4292920616064646,-2
donald_trump,232_donald_trump.jpg,http://www.slate.com/content/dam/slate/blogs/the_slatest/2016/11/06/is_donald_trump_s_closing_campaign_ad_anti_semitic/614354602-republican-presidential-candidate-donald-trump-speaks.jpg.CROP.promo-xlarge2.jpg,Slate,http://www.slate.com/blogs/the_slatest/2016/11/06/is_donald_trump_s_closing_campaign_ad_anti_semitic.html,373db769e8c8399e,0
donald_trump,233_donald_trump.jpg,http://www.slate.com/content/dam/slate/articles/news_and_politics/politics/2016/10/donald_trump_could_have_been_president_don_t_forget_it/578546944-republican-presidential-candidate-donald-trump-gives.jpg.CROP.promo-xlarge2.jpg,Slate,http://www.slate.com/articles/news_and_politics/politics/2016/10/donald_trump_could_have_been_president_don_t_forget_it.html,08484e4ad8587070,0
donald_trump,234_donald_trump.jpg,http://pixel.nymag.com/imgs/fashion/daily/2016/10/24/24-donald-trump.w710.h473.jpg,New York Magazine,http://nymag.com/thecut/2016/10/donald-trump-accuser-threatens-to-sue-him-for-emotional-hurt.html,0321210101410923,-2
